EVA_NR;DS100;IFOPT;NAME;VERKEHR;LAENGE;BREITE;STATUS
8000366;RVL;de:08326:6592;Villingen(Schwarzw);FV;8,46526100;48,0580220;
8000367;EDME;de:05112:16056;Duisburg-Meiderich Süd;nur DPN;6,78019100;51,4688310;
8000368;FWAB;de:06634:204729;Wabern(Bz Kassel);FV;9,35804000;51,1031340;
8000369;REA;de:08226:534;Eberbach;RV;8,98415200;49,4657680;
8000370;SEG;de:07211:2106;Ehrang;RV;6,68580800;49,8020290;
8000371;SEI;de:10045:8000371;Einöd(Saar);RV;7,32191600;49,2666630;
8000372;SENK;de:07335:8170;Enkenbach;RV;7,89950100;49,4899330;
8000373;REP;de:08125:5404;Eppingen;RV;8,91466300;49,1360010;
8000374;RFHM;de:07332:840;Freinsheim;RV;8,20519200;49,5014930;
8000375;FGAL;de:07339:8191;Gau Algesheim;RV;8,01606500;49,9614320;
8000376;RGE;de:07334:32637;Germersheim Bahnhof;RV;8,36487000;49,2256380;
8000377;RWE;de:08226:4109;Weinheim(Bergstr);FV;8,66535100;49,5533020;
8000378;SWRR;de:10043:8000378;Wemmetsweiler Rathaus;RV;7,08593600;49,3695210;
8000379;SWIH;de:07231:40916;Wittlich Hbf;RV;6,94355700;49,9731210;
8000380;TGL;de:08136:1512;Goldshöfe;RV;10,1282540;48,8942210;
8000381;RGZ;de:08212:1521;Grötzingen;RV;8,49294100;49,0059750;
8000382;EGRN;de:05554:16870;Gronau(Westf);RV;7,02243600;52,2151070;
8000383;FWR;de:06532:11014;Wetzlar;RV;8,50381900;50,5656310;
8000384;FWH;de:06432:11219;Groß-Umstadt Wiebelsbach;nur DPN;8,94085400;49,8334250;
8000385;NGUN;de:09577:16100;Gunzenhausen;FV;10,7554630;49,1204440;
8000386;FHG;de:06532:11003;Haiger;nur DPN;8,22065700;50,7413520;
8000387;MHGZ;de:09776:1860;Hergatz;RV;9,82738200;47,6468100;
8000388;KHI;de:05158:18969;Hilden;RV;6,92200600;51,1670200;
8000389;THF;de:08235:9070;Hochdorf(b Horb);RV;8,72405200;48,4824850;
8000390;KHOK;de:05162:23655;Hochneukirch;RV;6,46631600;51,1032930;
8000391;HHZM;de:03255:43630;Holzminden;nur DPN;9,45374300;51,8202680;
8000392;EHZW;de:05978:11179;Holzwickede;RV;7,61964700;51,5047670;
8000393;RVLH;de:08326:6768;Villingen-Schwenningen Hammerstatt;RV;8,54692200;48,0601750;
8000400;FHUG;de:06531:11141;Hungen;nur DPN;8,89279000;50,4780550;
8000402;SKU;de:07235:10502;Karthaus;RV;6,59685400;49,7103400;
8000404;KAW,KAW P;de:05334:1086;Aachen West;RV;6,07071500;50,7803600;
8000406;KARE,KAREP;de:05334:1646;Aachen-Rothe Erde;RV;6,11647500;50,7702020;
8000409;KKEM;de:05166:21005;Kempen(Niederrhein);nur DPN;6,42554900;51,3675640;
8000410;MABG;de:09273:2222;Abensberg;nur DPN;11,8466200;48,8194560;
8000412;RAH;de:08317:33013;Achern;RV;8,06532400;48,6339900;
8000413;HACH;de:03361:647;Achim;RV;9,03044700;53,0159900;
8000414;HAMR;de:03459:682;Achmer;nur DPN;7,94216000;52,3904790;
8000416;AACW;de:01058:722;Achterwehr;RV;9,96402400;54,3149130;
8000418;HADB;de:03152:761;Adelebsen;nur DPN;9,76004400;51,5776900;
8000419;MAD;de:09176:9001;Adelschlag;RV;11,2114430;48,8407590;
8000420;NADM;de:09575:14680;Adelsdorf(Mittelfr);RV;10,6870410;49,4749440;
8000423;RADN;de:08225:6777;Adelsheim Nord;RV;9,39275400;49,4214900;
8000424;TAD;de:08225:6398;Adelsheim Ost;RV;9,39512700;49,4031230;
8000427;EKIR;de:07132:90473;Kirchen;RV;7,88050900;50,8065760;
8000430;KKSE;de:05162:20626;Kaarster See;nur DPN;6,59397700;51,2266890;
8000431;TAF;de:08125:2032;Affaltrach;RV;9,37901200;49,1378320;
8000432;KKMI;de:05162:20624;Kaarst Mitte/Holzbüttgen;nur DPN;6,61724600;51,2195040;
8000433;MAGD;de:09182:90189;Agatharied;nur DPN;11,8244720;47,7656060;
8000434;AABG;de:03359:8000434;Agathenburg;RV;9,53124400;53,5641110;
8000435;FKIH;de:06534:11077;Kirchhain(Bz Kassel);RV;8,92139900;50,8237790;
8000436;RA;de:08315:6535;Aha;RV;8,13434900;47,8332240;
8000437;EAHS;de:05554:16386;Ahaus;RV;7,01645300;52,0816810;
8000438;KKAI;de:05162:20623;Kaarst IKEA;nur DPN;6,62988100;51,2170230;
8000440;HSCG;de:03354:82158;Schnega;RV;10,8903860;52,8690580;
8000441;EAHL;de:05570:14679;Ahlen(Westf);RV;7,89548800;51,7610620;
8000442;HAHO;de:03458:1252;Ahlhorn;nur DPN;8,20942900;52,8993210;
8000443;HALT;de:03241:9108;Ahlten;RV;9,90461300;52,3760620;
8000445;HSDK;de:03360:85477;Soltendieck;RV;10,7614160;52,8742090;
8000446;AAHR;de:01062:8000446;Ahrensburg;RV;10,2362060;53,6691710;
8000448;KAH;de:07131:80021;Ahrweiler;RV;7,10707100;50,5465440;
8000449;KAHM;de:07131:80023;Ahrweiler Markt;RV;7,09422900;50,5442280;
8000451;MAIC;de:09274:10540;Aich(Niederbay);RV;12,3981630;48,4173150;
8000452;MAI;de:09771:2300;Aichach;nur DPN;11,1227210;48,4611170;
8000453;RFMU;de:08311:6707;Freiburg Messe/Universität;nur DPN;7,83266800;48,0129180;
8000454;TAI;de:08436:1228;Aichstetten;RV;10,0749400;47,8878840;
8000456;TTUN;de:08327:1773;Tuttlingen Nord;nur DPN;8,82373700;47,9926050;
8000457;FATC;de:06633:209641;Ahnatal Casselbreite;RV;9,43406100;51,3628600;
8000459;MAIN;de:09172:90022;Ainring;FV;12,9645010;47,8150330;
8000462;EABT;de:05515:46350;Münster-Albachten;RV;7,52819700;51,9145760;
8000463;RAL;de:08337:6576;Albbruck;RV;8,13177400;47,5922350;
8000464;AAL;de:01051:1627;Albersdorf;nur DPN;9,29215100;54,1463200;
8000466;RAR;de:07337:8053;Albersweiler(Pfalz);RV;8,02446400;49,2184700;
8000468;FAG,FAGB;de:07331:8013;Albig;RV;8,11657900;49,7713750;
8000471;FALS;de:06532:11123;Albshausen;nur DPN;8,43486900;50,5457160;
8000473;TAE;de:08417:32110;Albstadt-Ebingen;RV;9,02696200;48,2102900;
8000474;TALO;de:08417:32115;Albstadt-Laufen Ort;nur DPN;8,91731600;48,2228590;
8000475;TALT;de:08417:32116;Albstadt-Lautlingen;nur DPN;8,95462000;48,2136380;
8000477;KALK;de:05154:36113;Aldekerk;nur DPN;6,41254200;51,4357590;
8000479;NKN;de:09675:27258;Kitzingen;RV;10,1552140;49,7324970;
8000480;AAHG;de:01062:8000480;Ahrensburg-Gartenholz;RV;10,2517860;53,6884820;
8000481;TALD;de:08327:2006;Aldingen(b Spaichingen);RV;8,71303300;48,0958450;
8000482;MALH;de:09774:2933;Aletshausen;RV;10,3836310;48,2013130;
8000483;HALF;de:03254:22801;Alfeld(Leine);FV;9,81777900;51,9814170;
8000488;HALG;de:03254:9918;Algermissen;RV;9,96647200;52,2518800;
8000489;HALI;de:03241:9810;Aligse;RV;9,97934900;52,4034620;
8000491;SALG;de:07336:8548;Altenglan;RV;7,46184100;49,5486430;
8000492;FADD;de:06532:11026;Allendorf(Dillkr);nur DPN;8,18548600;50,7438110;
8000495;KALI;de:05382:53801;Alfter-Impekoven;RV;7,01983100;50,7110160;
8000496;RAB;de:08335:6549;Allensbach;RV;9,06885200;47,7144640;
8000498;NALB;de:09576:8350;Allersberg(Rothsee);RV;11,2125730;49,2621310;
8000499;TALL;de:08425:3005;Allmendingen;RV;9,72238200;48,3277340;
8000500;KALP;de:05170:36653;Alpen;nur DPN;6,51804100;51,5833920;
8000501;RALP;de:08237:3801;Alpirsbach;nur DPN;8,39825100;48,3438090;
8000502;KADA;de:05334:1986;Alsdorf-Annapark;RV;6,15666100;50,8705170;
8000503;FBL;de:06431:270;Biblis;RV;8,45041300;49,6888810;
8000504;NADW;de:09574:7310;Altdorf West;RV;11,3414670;49,3911460;
8000505;SAZ;de:07333:8174;Alsenz;RV;7,81718900;49,7274950;
8000506;FAHM;de:07331:15;Alsheim;RV;8,34246200;49,7655280;
8000507;KADB;de:05334:1924;Alsdorf-Busch;RV;6,14058600;50,8765880;
8000508;TACH;de:08116:1800;Altbach;RV;9,38238400;48,7203930;
8000509;NAD;de:09574:7300;Altdorf(b Nürnberg);RV;11,3535300;49,3900060;
8000510;KADP;de:05334:1916;Alsdorf Poststraße;RV;6,19707500;50,8557490;
8000511;NAVE;de:09563:2314;Alte Veste;RV;10,9723630;49,4543220;
8000512;AAW;de:02000:70951;Hamburg Alte Wöhr;RV;10,0354150;53,5979300;
8000513;EALN;de:05962:2403;Altena(Westf);nur DPN;7,66880800;51,3019810;
8000514;KALT;de:07131:80291;Altenahr;RV;6,98970700;50,5156520;
8000515;MALT;de:09180:90009;Altenau(Bay);RV;11,0173750;47,6483650;
8000517;SAB;de:07133:8176;Altenbamberg;RV;7,83074500;49,7868570;
8000518;EABG;de:05566:62012;Altenberge;RV;7,48130300;52,0522580;
8000520;FABL;de:06634:209652;Felsberg-Altenbrunslar;RV;9,44546200;51,1652270;
8000521;KKEL;de:05334:1900;Alsdorf-Kellersberg;RV;6,16735400;50,8675270;
8000522;HHUD;de:03458:44501;Hude;FV;8,46095600;53,1094290;
8000524;MANE;de:09177:3280;Altenerding;RV;11,9017440;48,2935720;
8000525;FATF;de:06631:11071;Altenfeld(Rhön);nur DPN;9,84972600;50,4508980;
8000526;AAT;de:01060:37985;Altengörs;nur DPN;10,3555540;53,8986960;
8000527;KMAD;de:05334:2012;Alsdorf-Mariadorf;RV;6,18845400;50,8619780;
8000530;FAHN;de:06633:201485;Altenhasungen;RV;9,22573700;51,3435400;
8000532;EA;de:05966:10238;Lennestadt-Altenhundem;nur DPN;8,07151700;51,1041320;
8000533;MATM;de:09189:90003;Altenmarkt(Alz);RV;12,5360270;47,9998170;
8000534;NMS;de:09577:16650;Muhr a See;RV;10,7204930;49,1543600;
8000537;EASE;de:05970:10101;Altenseelbach;nur DPN;7,99239800;50,7838370;
8000538;FAST;de:06440:6501;Altenstadt(Hess);RV;8,94397700;50,2833980;
8000539;MASI;de:09775:4401;Altenstadt(Iller);RV;10,1099830;48,1611910;
8000540;NALW;de:09374:11154;Altenstadt(Waldnaab);RV;12,1648700;49,7156790;
8000544;RAT;de:08315:6536;Altglashütten-Falkau;RV;8,11411300;47,8593920;
8000545;MAHB;de:09179:6530;Althegnenberg;RV;11,0630030;48,2363740;
8000546;FAT;de:06432:11260;Altheim(Hess);RV;8,89090600;49,9233320;
8000547;SLKG;de:07336:8034;Lauterecken-Grumbach;RV;7,59071000;49,6537090;
8000553;FAMO;de:06634:204476;Altmorschen;nur DPN;9,61075600;51,0672750;
8000555;MAT;de:09171:10001;Altötting;RV;12,6747900;48,2212420;
8000556;MAMT;de:09174:6950;Altomünster;RV;11,2551330;48,3849180;
8000558;FAZS;de:07331:4755;Alzey Süd;RV;8,11873200;49,7381340;
8000559;TAT;de:08436:8246;Altshausen;RV;9,55147800;47,9308380;
8000561;MATS;de:09780:897;Altstädten(Allgäu);RV;10,2809070;47,4885500;
8000562;TATN;de:08436:32000;Alttann;RV;9,79303700;47,8412140;
8000563;SLCH;de:10044:8000563;Lebach;RV;6,90723100;49,4083320;
8000566;NAM;de:09361:19500;Amberg;RV;11,8629020;49,4476160;
8000569;EAML;de:05515:47600;Münster-Amelsbüren;nur DPN;7,59889700;51,8836620;
8000571;ELPP;de:05974:11593;Lippstadt;FV;8,34878500;51,6706870;
8000575;NAMB;de:09676:2010;Amorbach;RV;9,22314700;49,6456090;
8000576;MAPF;de:09183:80492;Ampfing;RV;12,4109190;48,2539490;
8000577;TAM;de:08425:2551;Amstetten(Württ);RV;9,87296500;48,5783280;
8000578;HAMI;de:03241:3411;Hannover Anderten-Misburg;RV;9,86110900;52,3691610;
8000579;KANM;de:05111:18372;Angermund;RV;6,78185700;51,3307480;
8000580;FANG;de:06535:11179;Angersbach;nur DPN;9,44726000;50,6307700;
8000582;RAN;de:07337:8054;Annweiler am Trifels;RV;7,96614900;49,2053860;
8000584;KANR;de:05166:21676;Anrath;RV;6,45023000;51,2855360;
8000585;SLN;de:07133:8180;Langenlonsheim;RV;7,89988700;49,9013720;
8000586;HLGW;de:03361:53589;Langwedel;RV;9,19498100;52,9778810;
8000588;NAWN;de:09573:5550;Anwanden;RV;10,9303960;49,4116920;
8000589;FAZ;de:06534:11078;Anzefahr;RV;8,85959000;50,8457310;
8000590;MAK;de:09277:80000;Anzenkirchen;RV;13,0219960;48,4347390;
8000595;EAPH;de:05558:17104;Nottuln-Appelhülsen;RV;7,42633400;51,8921390;
8000596;RAP,RAPP;de:08317:14120;Appenweier;RV;7,97319000;48,5414610;
8000597;EARE;de:05978:32834;Ardey;RV;7,72717600;51,4811630;
8000599;FAF;de:06533:11114;Arfurt(Lahn);nur DPN;8,21107900;50,4064030;
8000601;KARL;de:05366:73301;Bad Münstereifel-Arloff;RV;6,78660800;50,5976760;
8000602;FARM;de:07331:8001;Armsheim;RV;8,07411300;49,8083720;
8000603;MANB;de:09174:6910;Arnbach;RV;11,3440440;48,3413200;
8000605;EARB;de:05958:60854;Arnsberg(Westf);RV;8,06796500;51,4056620;
8000606;NARG;de:09372:1009;Arnschwang;RV;12,8116000;49,2746080;
8000609;FAR;de:06635:205902;Bad Arolsen;RV;8,99779200;51,3816000;
8000611;KARS;de:05370:6208;Arsbeck;RV;6,20656300;51,1520060;
8000613;NAZ;de:09479:9590;Arzberg(Oberfr);RV;12,1976920;50,0546330;
8000615;FMK;de:06414:6903;Mainz-Kastel;RV;8,28317400;50,0065800;
8000618;NAHF;de:09661:99084;Aschaffenburg Hochschule;RV;9,16041600;49,9744450;
8000619;NASU;de:09661:1080;Aschaffenburg Süd;RV;9,15258600;49,9684650;
8000621;MASC;de:09187:40709;Aschau(Chiemgau);RV;12,3255640;47,7791060;
8000623;EASB;de:05558:16014;Ascheberg(Westf);nur DPN;7,60074900;51,7829910;
8000624;HASD;de:03454:7918;Aschendorf;nur DPN;7,33715300;53,0521790;
8000625;RASH;de:07332:1003;Asselheim;RV;8,16160200;49,5762200;
8000627;AASN;de:03353:57499;Ashausen;nur DPN;10,1455640;53,3686930;
8000630;TAX;de:08118:7400;Asperg;RV;9,14779700;48,9073590;
8000631;RMF;de:08222:2331;Neu-Edingen/Friedrichsfeld;FV;8,58012500;49,4486700;
8000632;FAS;de:06440:11162;Assenheim(Oberhess);RV;8,81246200;50,3049390;
8000633;FAL;de:06532:11013;Aßlar;RV;8,46275600;50,5886570;
8000634;MAG;de:09175:4202;Aßling(Oberbay);nur DPN;11,9935180;47,9894910;
8000635;FAH;de:06439:11035;Assmannshausen;FV;7,86735500;49,9853240;
8000638;EAT;de:05966:10250;Attendorn;nur DPN;7,90849300;51,1246440;
8000640;NM;de:09676:1254;Miltenberg;RV;9,24846700;49,7064810;
8000643;RWSA;de:08216:32830;Au im Murgtal;RV;8,36234900;48,7188670;
8000644;KMO;de:05170:36308;Moers;nur DPN;6,64153500;51,4511470;
8000647;EAWN;de:05970:10252;Aue-Wingeshausen;nur DPN;8,29008500;51,0517850;
8000649;RACH;de:08225:8206;Auerbach(b Mosbach, Baden);RV;9,22327600;49,3995630;
8000652;FKIR;de:07333:5566;Kirchheimbolanden;RV;8,01652600;49,6685450;
8000653;MAFE;de:09177:3270;Aufhausen(b Erding);RV;11,8943750;48,2743650;
8000655;TAUF;de:08136:4244;Aufhausen(Württ);RV;10,3171930;48,8561300;
8000657;RAUG;de:08315:6642;Auggen;RV;7,58678800;47,7899490;
8000658;MAHA;de:09761:111;Augsburg Haunstetterstraße;RV;10,9009850;48,3552850;
8000659;MAGM;de:09761:600;Augsburg Messe;RV;10,8860860;48,3386840;
8000660;MAMS;de:09761:120;Augsburg Morellstr.;RV;10,8929480;48,3550890;
8000661;MAHZ,MAHZH;de:09761:200;Augsburg-Hochzoll;RV;10,9433760;48,3529770;
8000662;MAOB;de:09761:400;Augsburg-Oberhausen;RV;10,8725330;48,3807720;
8000663;FMSH;de:07331:2862;Monsheim;RV;8,20816200;49,6336660;
8000664;HAUG;de:03451:3761;Augustfehn;FV;7,75965900;53,2208900;
8000667;FMT,FMTN;de:07143:3700;Montabaur;FV;7,82533300;50,4448340;
8000668;FAUM;de:06533:11115;Aumenau;nur DPN;8,24924900;50,4004220;
8000669;AAH,AAMS;de:01053:25953;Aumühle;RV;10,3146720;53,5298530;
8000671;FAM;de:06414:11129;Auringen-Medenbach;nur DPN;8,33209300;50,1136080;
8000672;NAUR;de:09276:80503;Außenried;nur DPN;13,1817630;49,0157630;
8000674;SAUW;de:07232:20130;Auw an der Kyll;RV;6,61452500;49,9035960;
8000675;MAY;de:09184:2260;Aying;RV;11,7695780;47,9687620;
8000677;KBA;de:05370:3896;Hückelhoven-Baal;RV;6,27414900;51,0334570;
8000678;MBAE;de:09186:9024;Baar-Ebenhausen;RV;11,4609290;48,6744630;
8000681;RBST;de:08125:6232;Babstadt;RV;9,06070800;49,2401960;
8000683;FBCH;de:07339:32623;Bacharach;RV;7,76952300;50,0561010;
8000685;MBCN;de:09174:6870;Bachern;RV;11,3787160;48,2801590;
8000686;RBH;de:08315:6659;Bachheim;RV;8,39939900;47,8620720;
8000687;EMRY;de:05117:15012;Mülheim(Ruhr)Styrum;RV;6,85263600;51,4492030;
8000688;MNFR;de:09274:3500;Neufahrn(Niederbay);FV;12,1904600;48,7298840;
8000689;NBAB;de:09273:80493;Bad Abbach;nur DPN;11,9943220;48,9227320;
8000690;MBAI;de:09187:40851;Bad Aibling;nur DPN;12,0041570;47,8620280;
8000691;RBZB;de:07337:4561;Bad Bergzabern;RV;8,00278700;49,1032090;
8000694;KBRE;de:07131:80342;Bad Breisig;RV;7,30456400;50,5042180;
8000696;MBAK;de:09187:90019;Bad Aibling Kurpark;nur DPN;12,0138230;47,8576170;
8000697;HBDG;de:05762:7177;Bad Driburg(Westf);nur DPN;9,03081000;51,7303230;
8000698;RBDH;de:07332:116;Bad Dürkheim;RV;8,17070100;49,4606330;
8000701;FEMS;de:07141:11015;Bad Ems;RV;7,72863700;50,3276520;
8000702;FEMW;de:07141:11016;Bad Ems West;RV;7,70603900;50,3306940;
8000704;TBK;de:08125:1120;Bad Friedrichshall-Kochendorf;RV;9,21154900;49,2177530;
8000706;TBWT;de:08125:4595;Bad Wimpfen Im Tal;RV;9,18704600;49,2298480;
8000707;RBGR;de:08317:14460;Bad Griesbach(Schwarzwald);nur DPN;8,23056900;48,4486180;
8000708;RBDT;de:07332:144;Bad Dürkheim-Trift;RV;8,19307200;49,4664160;
8000710;MBHT;de:09275:4038;Bad Höhenstadt;RV;13,3231950;48,4946060;
8000711;KHGB;de:07138:10105;Bad Hönningen;RV;7,31087100;50,5136760;
8000712;FHO;de:06434:4399;Bad Homburg;RV;8,62062400;50,2199040;
8000713;KHBD;de:05382:56101;Bad Honnef(Rhein);RV;7,21953300;50,6397720;
8000714;NBKI;de:09672:27061;Bad Kissingen;RV;10,0798850;50,1915470;
8000715;FKI;de:06437:11221;Bad König;nur DPN;9,00153900;49,7385770;
8000716;MBKG;de:09180:10097;Bad Kohlgrub;RV;11,0582040;47,6680060;
8000717;MBKK;de:09180:10098;Bad Kohlgrub Kurhaus;RV;11,0391810;47,6702130;
8000718;RBKR;de:08315:6501;Bad Krozingen;FV;7,69763200;47,9197210;
8000720;MNR;de:09183:6050;Neumarkt-St Veit;RV;12,5030750;48,3613180;
8000721;TBLI;de:08235:4150;Bad Liebenzell;RV;8,73403900;48,7725780;
8000724;TBMR;de:08128:12005;Bad Mergentheim;RV;9,77166200;49,4936470;
8000725;HMDD;de:03252:1030;Bad Münder(Deister);RV;9,46806200;52,1781920;
8000726;SBMS;de:07133:8177;Bad Münster a Stein;RV;7,84698900;49,8134260;
8000727;KMUE;de:05366:73101;Bad Münstereifel;RV;6,76436900;50,5589140;
8000728;FBNA;de:06440:11135;Bad Nauheim;RV;8,74933400;50,3679040;
8000729;KNEB;de:07131:80041;Bad Neuenahr;RV;7,14430400;50,5477650;
8000730;NBNE;de:09673:27001;Bad Neustadt(Saale);RV;10,2261340;50,3281270;
8000731;TBN;de:08416:2505;Bad Niedernau;RV;8,89653300;48,4607660;
8000732;HOY;de:05770:1033;Bad Oeynhausen;FV;8,79652300;52,2053980;
8000733;HBOE;de:05770:1028;Bad Oeynhausen Süd;nur DPN;8,80172300;52,1971270;
8000734;RBPL;de:08317:14450;Bad Peterstal;nur DPN;8,20194800;48,4288950;
8000735;HPRT;de:03252:6000;Bad Pyrmont;RV;9,27271900;51,9742330;
8000736;RBRA;de:08125:4615;Bad Rappenau;RV;9,10152900;49,2377650;
8000737;MBRL;de:09172:42164;Bad Reichenhall;FV;12,8818250;47,7311680;
8000738;MBRK;de:09172:90196;Bad Reichenhall-Kirchberg;FV;12,8740010;47,7185380;
8000739;HSCH;de:03156:5811;Bad Sachsa;RV;10,5732110;51,5819440;
8000740;HBSA;de:03254:21756;Bad Salzdetfurth;nur DPN;10,0055950;52,0626350;
8000741;FBSH;de:06440:11161;Bad Salzhausen;RV;8,98038100;50,4188780;
8000742;KSAL;de:07140:11019;Boppard-Bad Salzig;RV;7,63548100;50,2052510;
8000743;FSF;de:06631:11194;Bad Salzschlirf;nur DPN;9,49448400;50,6269350;
8000744;EBSU;de:05766:2223;Bad Salzuflen;nur DPN;8,74042800;52,0816280;
8000745;EBSA;de:05974:60002;Bad Sassendorf;nur DPN;8,16243900;51,5871680;
8000746;TBSC;de:08426:6043;Bad Schussenried;RV;9,66849700;47,9940330;
8000749;ASCH;de:01055:6090;Bad Schwartau;RV;10,7027220;53,9162760;
8000750;TBSB;de:08416:4456;Bad Sebastiansweiler-Belsen;nur DPN;9,03002300;48,3955660;
8000751;ASB;de:01060:37903;Bad Segeberg;nur DPN;10,3081630;53,9338050;
8000752;FBSO;de:06436:4299;Bad Soden(Taunus);RV;8,50412800;50,1434060;
8000753;FBSD;de:06636:206569;Bad Sooden-Allendorf;nur DPN;9,96869600;51,2679740;
8000754;APSD;de:01054:6219;Bad St Peter Süd;RV;8,64804100;54,3050100;
8000755;APO;de:01054:6220;Bad St Peter-Ording;RV;8,61473600;54,3172930;
8000756;NBST;de:09475:8924;Bad Steben;nur DPN;11,6467700;50,3650950;
8000757;TBT;de:08235:7190;Bad Teinach-Neubulach;RV;8,72714800;48,6784700;
8000758;MBT;de:09173:4505;Bad Tölz;nur DPN;11,5739400;47,7605780;
8000759;HBSK;de:03254:22197;Bad Salzdetfurth Solebad;nur DPN;10,0189160;52,0699400;
8000760;FVL;de:06440:2402;Bad Vilbel;RV;8,73946000;50,1886770;
8000761;FVLS;de:06440:2401;Bad Vilbel Süd;RV;8,73347700;50,1786960;
8000763;TBWA;de:08436:1145;Bad Waldsee;RV;9,75227400;47,9252440;
8000764;FBWD;de:06635:205080;Bad Wildungen;RV;9,13609100;51,1196190;
8000765;RBWF;de:08125:2002;Bad Wimpfen;RV;9,16729700;49,2297440;
8000766;RBWH;de:08125:5606;Bad Wimpfen-Hohenstadt;RV;9,13875300;49,2425370;
8000767;NBWI;de:09575:14100;Bad Windsheim;RV;10,4129420;49,5066000;
8000768;MBWH;de:09778:1430;Bad Wörishofen;RV;10,5978750;48,0057110;
8000769;TBW;de:08436:98;Bad Wurzach;RV;9,88973900;47,9102580;
8000770;HZWI;de:03451:6417;Bad Zwischenahn;FV;8,00312300;53,1825470;
8000771;RHEB;de:08211:35110;Baden-Baden Haueneberstein;RV;8,20902100;48,8119070;
8000772;HBAD;de:03158:3158;Baddeckenstedt;nur DPN;10,2287670;52,0891600;
8000773;HBDV;de:03361:6466;Baden(Verden);RV;9,08126100;53,0078720;
8000774;RBB;de:08211:1847;Baden-Baden;FV;8,19083100;48,7903270;
8000775;RBBL;de:08211:35113;Baden-Baden Rebland;RV;8,14657200;48,7338440;
8000777;RBPK;de:08125:1630;Bad Rappenau Kurpark;RV;9,11352600;49,2403710;
8000778;MBHM;de:09779:5954;Bäumenheim;RV;10,8099720;48,6803330;
8000779;AALH;de:02000:21953;Hamburg-Allermöhe;RV;10,1587350;53,4903560;
8000780;ABAF;de:02000:80954;Hamburg-Bahrenfeld;RV;9,91077800;53,5600600;
8000781;MBAB;de:09184:2550;Baierbrunn;RV;11,4800270;48,0187410;
8000782;RBSN;de:08237:1201;Baiersbronn Bf;RV;8,37186800;48,5041040;
8000783;NBD;de:09572:6320;Baiersdorf;RV;11,0369760;49,6561470;
8000784;NBAF;de:09372:2810;Balbersdorf;nur DPN;12,6830640;49,2904400;
8000785;MBDH;de:09175:4010;Baldham;RV;11,7867800;48,0992560;
8000786;FBAD;de:07141:11021;Balduinstein;RV;7,96800000;50,3468200;
8000787;TBLH;de:08327:3000;Balgheim;nur DPN;8,75989200;48,0658860;
8000788;TBGS;de:08417:32113;Balingen Süd;nur DPN;8,84648400;48,2690140;
8000789;RBSS;de:08237:1202;Baiersbronn Schule;RV;8,37585800;48,5106100;
8000792;SBAL;de:10046:8000792;Baltersweiler;RV;7,16653800;49,4937850;
8000793;EBAV;de:05962:3000;Balve;RV;7,86307100;51,3325940;
8000794;RBAM;de:08226:200;Bammental;RV;8,78368500;49,3595880;
8000796;HBAN;de:03254:21636;Banteln;nur DPN;9,75033000;52,0662640;
8000797;HBTF;de:03241:7344;Bantorf;RV;9,41777100;52,3322530;
8000800;HNN;de:03452:67948;Norden;FV;7,21891300;53,5881960;
8000801;ABAD,ABAW;de:03355:8000801;Bardowick;nur DPN;10,3719940;53,2904690;
8000802;RBRT;de:07337:2715;Barbelroth;RV;8,07030700;49,1041180;
8000804;ABAE;de:01062:8000804;Bargteheide;RV;10,2691040;53,7282000;
8000805;ABAP;de:02000:70950;Hamburg-Barmbek;RV;10,0441640;53,5874580;
8000807;HBNF;de:03251:7148;Barnstorf(Han);RV;8,51046200;52,7075870;
8000808;HBNT;de:03254:9924;Barnten;RV;9,81527900;52,1954980;
8000810;HBAR;de:03251:7202;Barrien;RV;8,81850600;52,9468370;
8000812;HBGH;de:03241:5678;Barsinghausen;RV;9,46711200;52,3048900;
8000815;AHEM;de:03352:40930;Hemmoor;nur DPN;9,16580300;53,6840810;
8000818;NOF;de:09679:5020;Ochsenfurt;RV;10,0717760;49,6630430;
8000821;RBZE;de:08316:6531;Batzenhäusle;nur DPN;7,94108000;48,0890640;
8000822;NBH;de:09373:17920;Batzhausen;RV;11,5930330;49,1913640;
8000823;RBBC;de:08215:32617;Bauerbach;RV;8,74815300;49,0739640;
8000826;NBAU;de:09471:21030;Baunach;nur DPN;10,8541150;49,9890900;
8000827;ABF;de:03360:7618;Bavendorf;nur DPN;10,6295370;53,1874740;
8000828;MBYB;de:09277:10615;Bayerbach;RV;13,1344510;48,4144120;
8000830;NBEI;de:09276:4726;Bayerisch Eisenstein;RV;13,2098150;49,1218620;
8000831;MBGM;de:09172:90197;Bayerisch Gmain;FV;12,8950700;47,7203750;
8000832;KBAY;de:05316:19901;Leverkusen Chempark;RV;6,99667500;51,0114090;
8000833;NBYG;de:09462:22250;Bayreuth-St Georgen;nur DPN;11,5966830;49,9573400;
8000834;MBZ;de:09182:43151;Bayrischzell;nur DPN;12,0117730;47,6754060;
8000840;SBE;de:10042:8000840;Beckingen(Saar);RV;6,68802100;49,3868810;
8000842;KBH;de:05154:36118;Bedburg-Hau;nur DPN;6,17347900;51,7580520;
8000846;EBEE;de:05570:35258;Beelen;nur DPN;8,11615900;51,9293200;
8000850;NBEH;de:09574:7820;Behringersdorf;RV;11,1984980;49,4815740;
